Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Board of Supervisors : Budget Analyst,285,182,0:01:00,70,45.71,23.16
City and County of San Francisco : Homeless Pet Food Drive,285,241,0:01:30,97,68.04,38.6
City and County of San Francisco : SFHA Re-Envisioning - Executive Summary Translations,285,280,0:00:21,45,82.22,18.6
"Committee on Information Technology : April 16, 2015",285,229,0:01:53,69,84.06,42.46
Create a Workplace Free of Sexual Harassment | Department on the Status of Women,285,260,0:03:14,235,94.89,86.32
San Francisco Department of Emergency Management : Tabletop,285,253,0:00:06,33,84.85,17.89
San Francisco Fire Department : Summer Safety Tips,285,266,0:02:26,208,80.77,72.63
San Francisco Law Library : The Collection,285,246,0:02:10,88,77.27,45.26
San Francisco Police Department : Asian American & Pacific Islander Forum,285,240,0:04:04,234,74.79,75.44
Board of Supervisors : Audio Archive - Committees,284,222,0:04:01,51,70.59,47.54
San Francisco Department of Human Resources : 24-PLUS Enhanced for Supervisors - January 2015,284,199,0:03:26,109,74.31,54.93
Controller : Lease Revenue Bonds,284,196,0:02:01,49,46.94,24.65
SFERS : Events Calendar : Your Path to Retirement Seminar,283,225,0:00:32,61,93.44,25.09
Veterans Affairs Commission | Veterans Affairs Commission,283,188,0:00:44,18,50,17.31
City and County of San Francisco : Executive Director,283,225,0:01:09,111,73.87,42.76
City and County of San Francisco : Materials,283,180,0:01:07,34,52.94,22.97
Media browser | Adult Probation Department,283,148,0:00:18,2,0,0.35
San Francisco Ethics Commission: San Francisco Ethics Commission Contributor Guide,283,251,0:03:42,75,58.67,36.75
test | Adult Probation Department,283,144,0:01:08,13,0,0.71
Meetings | City Hall Preservation Advisory Commission,282,102,0:01:01,5,0,4.61
San Francisco Port Department : World War II | Pylon at Pier 7,282,102,0:00:18,42,2.38,12.06
City and County of San Francisco : 2012,282,159,0:00:52,7,71.43,12.41
City and County of San Francisco : Chambers of Commerce and Business Associations,282,183,0:03:40,179,69.27,61.7
City and County of San Francisco : Elections Results 2009,282,122,0:00:26,8,12.5,3.9
"Committee on Information Technology : January 29, 2015",282,258,0:01:41,111,91.89,51.77
Office of the Mayor : News Releases : Mayor Lee & Supervisors Announce Additional $28.9 Million Investment in Supportive Housing & Services for Homeless Residents,282,249,0:03:19,133,82.71,67.38
San Francisco Port Department : Notices of Administrative Hearings,281,111,0:00:11,65,3.08,23.49
SFERS : Disclaimer,281,257,0:00:25,96,96.88,39.5
About Us | Office of Community Investment and Infrastructure,281,225,0:01:00,26,65.38,17.79
Board of Supervisors : Ordinances 2002,281,190,0:01:27,27,70.37,17.79
City and County of San Francisco : Park Code,281,217,0:01:50,204,72.55,66.55
Most Requested | Fire Department,281,192,0:00:25,9,33.33,9.96
San Francisco Public Works : Volunteer Information Form,281,130,0:00:14,25,16,13.88
Statement of Incompatible Activities | Office of Citizen Complaints,280,176,0:00:56,10,30,18.21
Annual Rent Increase for 3/1/13 – 2/28/14 Announced | Rent Board,280,243,0:01:21,216,38.71,38.93
City and County of San Francisco : Filing an ADA Complaint or Request for Assistance,280,208,0:02:00,94,72.34,40.36
"Committee on Information Technology : January 16, 2014",280,59,0:01:43,15,53.33,7.14
Homeless Services: Mayor Announces SF311 Services to Assist Residents & Homeless | Welcome,280,239,0:02:14,110,64.29,52.5
Mayor's Office of Housing and Community Development : News,280,235,0:01:35,124,61.29,41.79
Office of the Mayor : June 2013 : Mayor Lee Announces San Francisco to Host 2015 U.S. Conference of Mayors Annual Meeting,280,247,0:04:15,233,79.4,78.93
"Office of the Mayor : News Releases : Mayor Lee Celebrates Milestone in U.S. Department of Housing & Urban Development Partnership to Re-Envision, Revitalize & Rebuild City’s Public Housing",280,259,0:03:34,192,85.94,75.71
San Francisco Port Department : DIRECTIONS | Sailing Instructions,280,117,0:00:17,91,0,33.93
San Francisco Rent Board : Chinese Fact Sheet 4,280,243,0:06:37,155,76.13,60.36
San Francisco Rent Board : Topic No. 324: Petition for Rent Increase Based on Past Rent History of Proposition,280,265,0:01:25,70,81.43,31.07
Topic No. 011: Rent Board Contact Information and Hours | Rent Board,280,243,0:01:26,21,71.43,29.29
San Francisco District Attorney : District Attorney George Gascón Announces Office-Wide Restructuring,279,256,0:02:17,203,75.37,67.38
About | Mission Bay Pavilion Project,279,214,0:00:58,22,57.14,24.37
San Francisco Fire Department : Calendar,279,253,0:00:41,81,70.37,37.99
Board of Supervisors : Ordinances 2006,279,221,0:00:53,24,87.5,25.45
San Francisco Police Department : June Pride Month,279,213,0:01:26,151,49.01,37.28
Topic No. 328: 1.21 Tenant In Occupancy Petitions | Rent Board,279,232,0:02:36,125,67.2,44.8
"San Francisco Police Department : Department News and Updates : Sobriety Checkpoint in San Francisco, Jan 23th",278,262,0:02:16,204,88.24,73.02
City and County of San Francisco : Cammy Blackstone,278,253,0:00:46,181,79.56,58.63
Mayor's Office of Housing and Community Development : For Sale (Limited Equity Program),278,215,0:00:45,58,53.45,17.27
User account | Animal Care & Control,278,109,0:01:27,24,29.17,8.27
San Francisco Port Department : Port Events : Regatta (cruise ship),277,145,0:00:36,14,21.43,22.38
"San Francisco Police Department : December 9, 2015",277,255,0:02:24,96,93.75,70.04
SFGov : Transportation,277,146,0:00:44,103,94.17,38.27
Small Business Assistance Center | Office of Small Business,277,182,0:02:10,98,74.26,45.13
City and County of San Francisco : 2007 Election Results,277,170,0:00:31,5,60,6.5
City and County of San Francisco : DART Disaster Animal Response Team,277,244,0:03:05,238,83.19,82.31
City and County of San Francisco : Election Report on Census Data to Board of Supervisors,277,118,0:02:08,66,56.06,27.8
"City and County of San Francisco : November 3, 2015 Election FI",277,196,0:00:42,41,68.29,24.55
Housing Program: Mayor Announces Affordable Housing Bonus Program Legislation | Welcome,277,239,0:01:25,40,50,37.91
Office of Economic and Workforce Development : Central Market,277,239,0:01:24,72,88.89,41.88
"San Francisco Fire Department : Photo Gallery: 2 Alarm Fire (September 10, 2011)",277,271,0:00:13,269,98.14,97.11
Family Friendly Workplaces | Department on the Status of Women,276,179,0:05:08,84,60.44,52.54
San Francisco 311 : Homeless - Resources - California ID,276,248,0:03:24,225,84.89,78.26
Office of Economic and Workforce Development : Stock Based Compensation Payroll Tax Exclusion,276,229,0:03:34,182,81.32,70.65
San Francisco Rent Board : 主題編號202：一般的迫遷通告規定,276,246,0:01:46,30,76.67,18.12
Statement from Treasurer José Cisneros on Transient Occupancy Taxes Owed to the City and County of San Francisco | Treasurer & Tax Collector,276,243,0:01:37,76,70.13,34.78
San Francisco Law Library : Public Computers,276,239,0:01:00,44,95.45,30.8
Board of Supervisors : Regularly Scheduled SOTF Meetings,276,235,0:00:49,64,34.38,25
"San Francisco Ethics Commission: Conflict of Interest Code: Financial Interests Campaign & Gov't Conduct Code, Sections 3.1-100 - 3.1-500",276,231,0:02:18,144,61.81,47.46
City and County of San Francisco : Meeting Minutes,275,139,0:00:07,47,19.15,8.73
City and County of San Francisco : Email Sign-Up: Formula Retail Employee Rights,275,248,0:01:41,40,47.5,25.45
Controller : City Ratings,275,228,0:01:14,97,83.51,50.91
Meetings | Shelter Monitoring Committee,275,183,0:00:32,7,28.57,8.73
Office of the Mayor : Press,275,204,0:00:47,97,95.88,42.18
San Francisco Port Department : Port News : Queen Elizabeth's Visit - A Sign of San Francisco's Growing Cruise Ship Business,275,121,0:00:45,10,20,11.64
SFERS : Events Calendar : Retirement Board Meeting,275,249,0:00:20,100,90,42.91
About TIDA | Treasure Island Development Authority,274,226,0:00:34,62,46.77,27.37
Controller : Internal Controls Checklist,274,264,0:02:13,201,99,82.12
Controller : Protection From Retaliation,274,258,0:01:45,149,93.96,71.9
San Francisco Police Department : Department News and Updates : SFPD Arrest Suspects in Crocker Amazon Park Double Homicide,274,265,0:01:19,215,87.44,73.36
San Francisco Police Department : Juvenile and Family: Juvenile/Child Abuse,274,234,0:02:25,211,74.88,67.15
San Francisco Rent Board : Proposition M Passed on 11/4/08 - Tenant Harassment Prohibited,274,255,0:06:11,189,80.95,74.45
Seismic Safety Outreach Program | Department of Building Inspection,274,209,0:04:09,108,69.44,46.35
User account | Office of Community Investment and Infrastructure,274,163,0:02:38,62,17.74,14.23
Board of Supervisors : Health Authority,273,211,0:02:07,121,66.94,42.49
City and County of San Francisco : Accessibility Fact Sheet,273,230,0:01:56,83,80.72,47.62
Office of Economic and Workforce Development : Grant – Improving Late-Night & Early Morning Transportation in San Francisco Neighborhoods,273,194,0:01:22,155,89.03,59.71
San Francisco Ethics Commission: Statement of Economic Interests (SEI) (Form 700) - Filing Officers and Department Heads,273,236,0:02:44,95,70.53,42.86
San Francisco Law Library : E-Updates,273,175,0:01:18,75,98.67,42.49
San Francisco Police Department : Department News and Updates : Recap: Shooting Incident at Lombard St and Jones St,273,244,0:01:44,184,66.85,56.04
San Francisco Public Works : Junipero Serra Clubhouse and Playground Renovation,273,134,0:00:26,92,26.09,33.33
Committee on Information Technology : ICT Plan,272,196,0:00:18,75,29.33,11.4
Home Page,272,272,0:02:18,272,83.82,83.82
Office of the Mayor : News Releases : Mayor Lee Announces Approval For New Alice Griffith Public Housing Community & Candlestick Point Plans,272,250,0:02:31,242,84.71,83.46
San Francisco Ethics Commission: San Francisco Political Advertising Disclaimers City Ballot Measure Ads,272,203,0:02:29,88,76.14,48.16
San Francisco Police Department : Department News and Updates : SFPD Warn Against Mail Scam,272,258,0:03:23,219,90.87,81.25
San Francisco Public Works : JP Murphy Playground and Clubhouse Renovation,272,149,0:00:15,110,38.18,40.81
City and County of San Francisco : Carla Johnson,271,236,0:01:53,223,75.78,71.22
"Committee on Information Technology : November 19, 2015",271,252,0:02:05,138,92.75,70.48
Public Notices | Fire Department,271,219,0:00:31,9,33.33,5.9
Board of Supervisors : Community Choice Aggregation,270,223,0:01:17,42,71.43,36.67
Public Utilities Commission | Welcome,270,245,0:03:31,56,36.21,55.93
Request an Inspection Service | Civil Service Commission,270,190,0:01:02,31,58.06,14.44
San Francisco Department of Emergency Management : Disaster Council Meeting Information,270,189,0:00:20,62,67.74,22.22
San Francisco Public Works : DPW Recognized with Project of the Year Awards,270,135,0:00:13,68,22.06,26.3
Shelter Hours - Open to the Public | Animal Care & Control,270,244,0:01:47,43,35.71,36.67
"Street Artists Committee - January 14, 2015 - Meeting Agenda | San Francisco Arts Commission",270,174,0:01:59,117,76.92,54.81
"December 10, 2009 | Department of Building Inspection",269,243,0:01:11,22,81.82,23.79
Mayor's Office of Housing : Program Information,269,217,0:00:48,40,95,26.39
Office of the Mayor : News Releases : Mayor Lee Announces Acceleration of Housing Production & Protection of Existing Housing Stock,269,249,0:04:47,216,80.56,73.61
San Francisco Department of Human Resources : Safety and Health Matters E-newsletter,269,188,0:01:45,95,54.74,38.66
San Francisco Port Department : Port News : Port of San Francisco Issues Request for Interest for Pier 96 Bulk Cargo Marine Terminal Development Opportunity,269,122,0:00:25,29,3.45,20.07
San Francisco Public Works : Night Market Returns to UN Plaza,269,126,0:00:24,91,32.97,37.92
Citizen's Advisory Committee for Central Market & Tenderloin Area,268,125,0:02:27,42,14.29,13.81
City and County of San Francisco : Wage Theft Task Force,268,165,0:00:17,30,20,8.58
Office of the Mayor : News Releases : Mayor Lee & City Agencies Announce Temporary Winter Shelter System And City Preparations For Expected El Nino Storms,268,216,0:02:18,152,90.13,67.16
"San Francisco Rent Board : PART 7 - LANDLORD APPLICATIONS FOR CERTIFICATION OF CAPITAL IMPROVEMENTS, REHABILITATION, AND/OR ENERGY CONSERVATION WORK",268,247,0:03:49,48,83.33,50
Authentication of SFDPH Birth & Death Certificate | Office of the County Clerk,267,217,0:02:01,20,70,25.47
Board of Supervisors : Mayoral Appointee 2 Commissioner Profile,267,231,0:00:42,43,83.72,23.6
City and County of San Francisco : Funds,267,122,0:00:48,12,8.33,3.37
City and County of San Francisco : Marijuana Offenses Oversight Committee,267,205,0:01:38,107,46.73,35.21
City and County of San Francisco : Press,267,221,0:00:31,11,54.55,18.73
Mayor's Office of Housing and Community Development : Down Payment Assistance Loan Program,267,209,0:02:33,67,92.54,40.07
Office of Community Investment and Infrastructure : Candlestick Point - HPS Phase 2 Project,267,158,0:00:48,94,43.62,36.7
Office of Economic and Workforce Development : Storefront SF,267,216,0:01:42,51,86.27,38.58
San Francisco Rent Board : Topic No. 015: Translation Services,267,238,0:00:29,25,84,15.73
Board of Supervisors : Ordinances 2004,266,206,0:01:10,41,97.56,29.7
Fees - Birth & Death Certificates | Office of the County Clerk,266,243,0:01:24,3,66.67,25.19
Mayor's Office of Housing : LEP Homes Available,266,226,0:01:46,57,70.18,31.58
"San Francisco 311 : Courts - Instructions for Filing Dissolution, Annulment, Legal Separation - 107022",266,84,0:01:13,31,77.42,26.69
San Francisco Department of Human Resources : Joint Labor-Management Committee on Health and Wellness,266,239,0:01:13,116,82.76,43.23
San Francisco District Attorney : Truancy Prevention & Intervention,266,226,0:02:15,169,79.88,68.05
San Francisco Law Library : Reference Assistance,266,243,0:01:20,23,86.96,33.08
San Francisco Port Department : 2774 Registration Form to Download the Electronic Bid Documents,266,80,0:00:14,8,0,2.26
San Francisco Public Works : Palace of Fine Arts Restoration,266,141,0:00:15,130,22.31,48.87
City and County of San Francisco : Dogpatch & Northwest Potrero Hill Green Benefit District (DNPHGBD),265,201,0:02:28,152,69.08,61.13
"Committee on Information Technology : March 19, 2015",265,210,0:01:16,35,94.29,35.85
Electrical Permits | Department of Building Inspection,265,233,0:01:47,127,85.04,55.47
Financial Resources | Smart Money Network,265,163,0:00:44,13,38.46,8.68
Jury Commissioner - Jury Duty | Welcome,265,228,0:00:57,172,37.43,63.77
Office of the Mayor : News Releases : Mayor Lee Announces Strategy to Build on Momentum of Revitalization Efforts in Central Market & Tenderloin,265,235,0:04:10,169,84.62,74.72
San Francisco Fire Department : 5.12 Fire Department Apparatus Access,265,257,0:03:57,236,96.19,90.19
San Francisco Port Department : Local Links,265,116,0:00:07,111,0.9,42.26
San Francisco Rent Board : 主題編號154：主要租戶所收的租金限制,265,223,0:01:37,24,70.83,18.49
Deck Safety FAQ | Department of Building Inspection,264,183,0:02:21,23,26.09,28.41
"Rent Board Commission - November 10, 2015 - Agenda | Rent Board",264,184,0:01:59,27,42.86,31.06
San Francisco Department of Human Resources : 24-PLUS Enhanced for Managers - September 2015,264,195,0:04:28,160,68.75,61.36
San Francisco Ethics Commission: Sunshine and Ethics Certifications - Filings,264,197,0:01:55,46,50,35.61
San Francisco Port Department : Port Events : Queen Victoria (cruise ship),264,134,0:00:22,34,47.06,21.21
