"","PageTitle","Entrances","Bounce.Rate","X..Exit","AvgTimeonPage","PageViews","UniquePageViews"
"4375","City and County of San Francisco : Email Sign-Up: Formula Retail Employee Rights",40,47.5,25.45,"1M 41S",275,248
"4376","Controller : City Ratings",97,83.51,50.91,"1M 14S",275,228
"4377","Meetings | Shelter Monitoring Committee",7,28.57,8.73,"32S",275,183
"4378","Office of the Mayor : Press",97,95.88,42.18,"47S",275,204
"4379","San Francisco Port Department : Port News : Queen Elizabeth's Visit - A Sign of San Francisco's Growing Cruise Ship Business",10,20,11.64,"45S",275,121
"4380","SFERS : Events Calendar : Retirement Board Meeting",100,90,42.91,"20S",275,249
"4381","About TIDA | Treasure Island Development Authority",62,46.77,27.37,"34S",274,226
"4382","Controller : Internal Controls Checklist",201,99,82.12,"2M 13S",274,264
"4383","Controller : Protection From Retaliation",149,93.96,71.9,"1M 45S",274,258
"4384","San Francisco Police Department : Department News and Updates : SFPD Arrest Suspects in Crocker Amazon Park Double Homicide",215,87.44,73.36,"1M 19S",274,265
"4385","San Francisco Police Department : Juvenile and Family: Juvenile/Child Abuse",211,74.88,67.15,"2M 25S",274,234
"4386","San Francisco Rent Board : Proposition M Passed on 11/4/08 - Tenant Harassment Prohibited",189,80.95,74.45,"6M 11S",274,255
"4387","Seismic Safety Outreach Program | Department of Building Inspection",108,69.44,46.35,"4M 9S",274,209
"4388","User account | Office of Community Investment and Infrastructure",62,17.74,14.23,"2M 38S",274,163
"4389","Board of Supervisors : Health Authority",121,66.94,42.49,"2M 7S",273,211
"4390","City and County of San Francisco : Accessibility Fact Sheet",83,80.72,47.62,"1M 56S",273,230
"4391","Office of Economic and Workforce Development : Grant – Improving Late-Night & Early Morning Transportation in San Francisco Neighborhoods",155,89.03,59.71,"1M 22S",273,194
"4392","San Francisco Ethics Commission: Statement of Economic Interests (SEI) (Form 700) - Filing Officers and Department Heads",95,70.53,42.86,"2M 44S",273,236
"4393","San Francisco Law Library : E-Updates",75,98.67,42.49,"1M 18S",273,175
"4394","San Francisco Police Department : Department News and Updates : Recap: Shooting Incident at Lombard St and Jones St",184,66.85,56.04,"1M 44S",273,244
"4395","San Francisco Public Works : Junipero Serra Clubhouse and Playground Renovation",92,26.09,33.33,"26S",273,134
"4396","Committee on Information Technology : ICT Plan",75,29.33,11.4,"18S",272,196
"4397","Home Page",272,83.82,83.82,"2M 18S",272,272
"4398","Office of the Mayor : News Releases : Mayor Lee Announces Approval For New Alice Griffith Public Housing Community & Candlestick Point Plans",242,84.71,83.46,"2M 31S",272,250
"4399","San Francisco Ethics Commission: San Francisco Political Advertising Disclaimers City Ballot Measure Ads",88,76.14,48.16,"2M 29S",272,203
"4400","San Francisco Police Department : Department News and Updates : SFPD Warn Against Mail Scam",219,90.87,81.25,"3M 23S",272,258
"4401","San Francisco Public Works : JP Murphy Playground and Clubhouse Renovation",110,38.18,40.81,"15S",272,149
"4402","City and County of San Francisco : Carla Johnson",223,75.78,71.22,"1M 53S",271,236
"4403","Committee on Information Technology : November 19, 2015",138,92.75,70.48,"2M 5S",271,252
"4404","Public Notices | Fire Department",9,33.33,5.9,"31S",271,219
"4405","Board of Supervisors : Community Choice Aggregation",42,71.43,36.67,"1M 17S",270,223
"4406","Public Utilities Commission | Welcome",56,36.21,55.93,"3M 31S",270,245
"4407","Request an Inspection Service | Civil Service Commission",31,58.06,14.44,"1M 2S",270,190
"4408","San Francisco Department of Emergency Management : Disaster Council Meeting Information",62,67.74,22.22,"20S",270,189
"4409","San Francisco Public Works : DPW Recognized with Project of the Year Awards",68,22.06,26.3,"13S",270,135
"4410","Shelter Hours - Open to the Public | Animal Care & Control",43,35.71,36.67,"1M 47S",270,244
"4411","Street Artists Committee - January 14, 2015 - Meeting Agenda | San Francisco Arts Commission",117,76.92,54.81,"1M 59S",270,174
"4412","December 10, 2009 | Department of Building Inspection",22,81.82,23.79,"1M 11S",269,243
"4413","Mayor's Office of Housing : Program Information",40,95,26.39,"48S",269,217
"4414","Office of the Mayor : News Releases : Mayor Lee Announces Acceleration of Housing Production & Protection of Existing Housing Stock",216,80.56,73.61,"4M 47S",269,249
"4415","San Francisco Department of Human Resources : Safety and Health Matters E-newsletter",95,54.74,38.66,"1M 45S",269,188
"4416","San Francisco Port Department : Port News : Port of San Francisco Issues Request for Interest for Pier 96 Bulk Cargo Marine Terminal Development Opportunity",29,3.45,20.07,"25S",269,122
"4417","San Francisco Public Works : Night Market Returns to UN Plaza",91,32.97,37.92,"24S",269,126
"4418","Citizen's Advisory Committee for Central Market & Tenderloin Area",42,14.29,13.81,"2M 27S",268,125
"4419","City and County of San Francisco : Wage Theft Task Force",30,20,8.58,"17S",268,165
"4420","Office of the Mayor : News Releases : Mayor Lee & City Agencies Announce Temporary Winter Shelter System And City Preparations For Expected El Nino Storms",152,90.13,67.16,"2M 18S",268,216
"4421","San Francisco Rent Board : PART 7 - LANDLORD APPLICATIONS FOR CERTIFICATION OF CAPITAL IMPROVEMENTS, REHABILITATION, AND/OR ENERGY CONSERVATION WORK",48,83.33,50,"3M 49S",268,247
"4422","Authentication of SFDPH Birth & Death Certificate | Office of the County Clerk",20,70,25.47,"2M 1S",267,217
"4423","Board of Supervisors : Mayoral Appointee 2 Commissioner Profile",43,83.72,23.6,"42S",267,231
"4424","City and County of San Francisco : Funds",12,8.33,3.37,"48S",267,122
"4425","City and County of San Francisco : Marijuana Offenses Oversight Committee",107,46.73,35.21,"1M 38S",267,205
"4426","City and County of San Francisco : Press",11,54.55,18.73,"31S",267,221
"4427","Mayor's Office of Housing and Community Development : Down Payment Assistance Loan Program",67,92.54,40.07,"2M 33S",267,209
"4428","Office of Community Investment and Infrastructure : Candlestick Point - HPS Phase 2 Project",94,43.62,36.7,"48S",267,158
"4429","Office of Economic and Workforce Development : Storefront SF",51,86.27,38.58,"1M 42S",267,216
"4430","San Francisco Rent Board : Topic No. 015: Translation Services",25,84,15.73,"29S",267,238
"4431","Board of Supervisors : Ordinances 2004",41,97.56,29.7,"1M 10S",266,206
"4432","Fees - Birth & Death Certificates | Office of the County Clerk",3,66.67,25.19,"1M 24S",266,243
"4433","Mayor's Office of Housing : LEP Homes Available",57,70.18,31.58,"1M 46S",266,226
"4434","San Francisco 311 : Courts - Instructions for Filing Dissolution, Annulment, Legal Separation - 107022",31,77.42,26.69,"1M 13S",266,84
"4435","San Francisco Department of Human Resources : Joint Labor-Management Committee on Health and Wellness",116,82.76,43.23,"1M 13S",266,239
"4436","San Francisco District Attorney : Truancy Prevention & Intervention",169,79.88,68.05,"2M 15S",266,226
"4437","San Francisco Law Library : Reference Assistance",23,86.96,33.08,"1M 20S",266,243
"4438","San Francisco Port Department : 2774 Registration Form to Download the Electronic Bid Documents",8,0,2.26,"14S",266,80
"4439","San Francisco Public Works : Palace of Fine Arts Restoration",130,22.31,48.87,"15S",266,141
"4440","City and County of San Francisco : Dogpatch & Northwest Potrero Hill Green Benefit District (DNPHGBD)",152,69.08,61.13,"2M 28S",265,201
"4441","Committee on Information Technology : March 19, 2015",35,94.29,35.85,"1M 16S",265,210
"4442","Electrical Permits | Department of Building Inspection",127,85.04,55.47,"1M 47S",265,233
"4443","Financial Resources | Smart Money Network",13,38.46,8.68,"44S",265,163
"4444","Jury Commissioner - Jury Duty | Welcome",172,37.43,63.77,"57S",265,228
"4445","Office of the Mayor : News Releases : Mayor Lee Announces Strategy to Build on Momentum of Revitalization Efforts in Central Market & Tenderloin",169,84.62,74.72,"4M 10S",265,235
"4446","San Francisco Fire Department : 5.12 Fire Department Apparatus Access",236,96.19,90.19,"3M 57S",265,257
"4447","San Francisco Port Department : Local Links",111,0.9,42.26,"7S",265,116
"4448","San Francisco Rent Board : 主題編號154：主要租戶所收的租金限制",24,70.83,18.49,"1M 37S",265,223
"4449","Deck Safety FAQ | Department of Building Inspection",23,26.09,28.41,"2M 21S",264,183
"4450","Rent Board Commission - November 10, 2015 - Agenda | Rent Board",27,42.86,31.06,"1M 59S",264,184
"4451","San Francisco Department of Human Resources : 24-PLUS Enhanced for Managers - September 2015",160,68.75,61.36,"4M 28S",264,195
"4452","San Francisco Ethics Commission: Sunshine and Ethics Certifications - Filings",46,50,35.61,"1M 55S",264,197
"4453","San Francisco Port Department : Port Events : Queen Victoria (cruise ship)",34,47.06,21.21,"22S",264,134
"4454","TOT_MONTHLY_MANUAL.pdf | Treasurer & Tax Collector",6,83.33,15.15,"1M 32S",264,150
"4455","Board of Supervisors : Application Instructions",38,71.05,33.84,"1M 54S",263,211
"4456","Candlestick Point-Hunters Point Shipyard | Office of Community Investment and Infrastructure",76,64.47,29.66,"1M 14S",263,177
"4457","Office of the Mayor : News Releases : Mayor Lee Announces Purchase of New Affordable Family Housing Site in the Mission",102,82.35,52.85,"2M 33S",263,235
"4458","San Francisco Police Department : Department News and Updates : Redistricting of San Francisco Police Department Station Boundaries",143,66.43,53.99,"2M 10S",263,230
"4459","San Francisco Public Works : Third Street Light Rail",139,27.34,50.95,"18S",263,147
"4460","San Francisco Rent Board : Topic No. 356: Tenant Challenge of Improper Water Revenue Bond Passthrough",89,60.67,37.26,"1M 57S",263,248
"4461","City and County of San Francisco : Municipal Transportation Agency (MTA MUNI)",184,55.43,52.67,"1M 16S",262,195
"4462","San Francisco Port Department : Waterfront Land Use Plan Update Copy: Home Page",131,0,50,"0S",262,131
"4463","Topic No. 330: Bond Measure Passthroughs | Rent Board",94,53.76,33.97,"1M 22S",262,212
"4464","City and County of San Francisco : Surety Bond Assistance Program",77,71.43,32.95,"1M 3S",261,232
"4465","San Francisco 311 : Walking",43,74.42,31.8,"1M 17S",261,180
"4466","San Francisco Ethics Commission: Annual Reports",27,33.33,14.56,"19S",261,195
"4467","Announcements & Flyers | Southeast Community Facility Commission",7,14.29,24.62,"57S",260,173
"4468","San Francisco Rent Board : Sec. 37.9D Foreclosure Evictions",209,85.17,81.15,"4M 11S",260,235
"4469","ABOUT THE LOCAL BUSINESS ENTERPRISE PROGRAM | Human Rights Commission",23,34.78,14.29,"28S",259,109
"4470","Board of Supervisors : Legislative Analyst Report - Cash Assistance Programs (File No. 012179)",221,86.43,83.01,"3M 40S",259,226
"4471","Mayor's Office of Housing and Community Development : African American Out-Migration",153,82.35,61.78,"2M 56S",259,209
"4472","Office of the Mayor : News Releases : Mayor Lee & Leader Pelosi Announce Increased Rental Housing Vouchers for Homeless Veterans Through U.S. Department of Housing & Urban Development",133,84.96,60.23,"5M 1S",259,214
"4473","San Francisco Rent Board : 主題編號013 : 租務委員會費用",63,42.86,20.85,"1M 30S",259,231
"4474","CCSF Office of Assessor-Recorder : Recorder Information",83,69.88,44.19,"1M 32S",258,213
"4475","City and County of San Francisco : Statement of Incompatible Activities",10,80,15.89,"20S",258,236
"4476","Collaborations and Affiliations | Human Rights Commission",30,70,32.17,"1M 1S",258,236
"4477","Film Commission : Posting Instructions",151,86.75,71.71,"3M 37S",258,223
"4478","Mayor's Office of Housing : Police in the Community Program (PIC)",111,78.38,50.78,"1M 45S",258,232
"4479","Mayor's Office of Housing and Community Development : Inclusionary Housing Program Ordinance Amendments",116,61.21,47.67,"2M 46S",258,221
"4480","Monthly Reports | Department of Building Inspection",27,29.63,7.75,"34S",258,170
"4481","Rule 107 Rules Related to the Employee Relations Ordinance | Civil Service Commission",10,90,20.16,"1M 26S",258,229
"4482","San Francisco Department of Emergency Management : Operations-Based",19,94.74,11.63,"5S",258,244
"4483","San Francisco Port Department : Tetra Tech, Inc. Phase I Environmental Site Assessment - Volume I of II",33,0,14.73,"28S",258,97
"4484","Search | Department of Elections",2,0,14.34,"1M 4S",258,221
"4485","SME_Declaration_1.30.15.pdf | Treasurer & Tax Collector",17,37.5,21.32,"2M 8S",258,160
"4486","Board of Supervisors : 2012",22,50,10.89,"40S",257,146
"4487","City and County of San Francisco : Results Summary Nov 2004",38,89.47,28.79,"1M 56S",257,190
"4488","Mayor's Office of Housing and Community Development : Community Development Funding Opportunities",39,84.62,29.57,"25S",257,213
"4489","Project Manager - HPSY-Candlestick Point - External -November 2015.pdf | Office of Community Investment and Infrastructure",8,12.5,37.74,"2M 13S",257,175
"4490","Public Notices & Meetings | Entertainment Commission",4,25,1.95,"43S",257,109
"4491","San Francisco Department of Emergency Management : Public Access Defibrillation",58,62.07,32.68,"1M 13S",257,146
"4492","San Francisco Port Department : Construction Bids and Contracts Projection Jan 2012 – Jun 2012",76,3.95,12.45,"26S",257,97
"4493","San Francisco Port Department : Port Events : Aurora Princess (cruise ship)",13,15.38,21.01,"20S",257,119
"4494","Add file | Department of Building Inspection",20,5,5.08,"2M 2S",256,177
"4495","City and County of San Francisco : Chapter 38 Landlord Notification Requirements",58,68.97,37.11,"1M 58S",256,197
"4496","Fees - Miscellaneous | Office of the County Clerk",13,66.67,40.23,"2M 27S",256,214
"4497","Massage Establishment Permits | Department of Building Inspection",95,69.79,48.83,"4M 5S",256,184
"4498","Mayor's Office of Housing : New BMR Rental Units: 8 Tenth Street (NEMA)",211,69.67,67.58,"3M 7S",256,216
"4499","San Francisco District Attorney : Man Found Guilty After Intentionally Running Over a Firefighter",147,77.55,62.11,"1M 22S",256,212
"4500","San Francisco Police Department : Department News and Updates : SFPD Request Assistance in Lower Nob Hill Sexual Assault Investigation",201,89.55,76.17,"1M 34S",256,248
"4501","San Francisco Police Department : Missing Person: James Nicholas Gray",42,97.62,27.34,"43S",256,245
"4502","San Francisco Port Department : October 28, 2014",28,7.14,20.31,"53S",256,117
"4503","San Francisco Port Department : Thank You",116,21.55,40.23,"18S",256,120
"4504","Topic No. 156: Evictions Based On Addition of Family Members to Unit | Rent Board",11,72.73,19.92,"1M 50S",256,235
"4505","Mayor's Office of Housing and Community Development : Housing Rehabilitation & Lead Remediation",82,76.83,35.69,"1M 12S",255,220
"4506","San Francisco Department of Emergency Management : Seminar",10,90,8.24,"12S",255,217
"4507","San Francisco Police Department : Crime Bulletins: 2007",47,97.87,25.49,"26S",255,201
